허가구역명,장소유형,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,푸드트럭운영대수,허가구역사용료,허가구역운영시작일자,허가구역운영종료일자,허가구역휴무일,허가구역평일운영시작시각,허가구역평일운영종료시각,허가구역주말운영시작시각,허가구역주말운영종료시각,1월운영시작시각,1월운영종료시각,2월운영시작시각,2월운영종료시각,3월운영시작시각,3월운영종료시각,4월운영시작시각,4월운영종료시각,5월운영시작시각,5월운영종료시각,6월운영시작시각,6월운영종료시각,7월운영시작시각,7월운영종료시각,8월운영시작시각,8월운영종료시각,9월운영시작시각,9월운영종료시각,10월운영시작시각,10월운영종료시각,11월운영시작시각,11월운영종료시각,12월운영시작시각,12월운영종료시각,판매제한품목,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
비발디푸드트럭,99,강원특별자치도,홍천군,강원특별자치도 홍천군 서면 한치골길 262 (대명비발디파크 셔틀버스주차장),,,,1.0,월 매출액의 21,2016-05-27,2024-05-31,비수기+우천시,10:00,17:00,10:00,22:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,,강원특별자치도 홍천군보건소,033-430-2654,2023-10-05,4251000,강원특별자치도 홍천군
백로트레일러,99,강원특별자치도,홍천군,강원특별자치도 홍천군 서면 한치골길 262 (오션월드 실내 입구),,,,1.0,월 매출액의 40,2021-01-01,2024-12-31,주1회 자율적 휴무,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,13:30,18:30,,강원특별자치도 홍천군보건소,033-430-2654,2023-10-05,4251000,강원특별자치도 홍천군
전주지역자활센터청년사업콩닥콩닥푸드트럭,3,전북특별자치도,전주시 완산구,"전북특별자치도 전주시 완산구 모악산자락길 22, 완산생활체육공원 내 푸드트럭 존",,,,,월35800,2020-09-01,2022-12-13,연중무휴,11:00,17:00,11:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,전주시시설관리공단,063-239-2569,2025-04-28,4641000,전북특별자치도 전주시
영남이공대학교 기계공학관 맞은편 공터,6,대구광역시,남구,대구광역시 남구 현충로 170,대구광역시 남구 대명동 317-1,35.84767574,128.5841726,0.0,0,2018-08-27,2018-12-15,연중무휴,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,없음,대구광역시 남구청,053-664-2776,2025-05-02,3440000,대구광역시 남구
대덕문화전당,8,대구광역시,남구,"대구광역시 남구 앞산순환로 478, 대덕문화전당",대구광역시 남구 대명동 산 201-4 대덕문화전당,35.83129333,128.5769704,0.0,0,2019-05-05,2019-05-05,연중무휴,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,없음,대구광역시 남구청,053-664-2774,2025-05-02,3440000,대구광역시 남구
이월드,01,대구광역시,달서구,대구광역시 달서구 두류공원로 200 (두류동),,,,,매출액의 20퍼센트,2019-01-02,2024-12-31,연중무휴,10:00,22:00,10:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,대구광역시 달서구청,053-667-3762,2025-04-23,3470000,대구광역시 달서구
이월드,01,대구광역시,달서구,대구광역시 달서구 두류공원로 200 (두류동),,,,,매출액의 20퍼센트,2023-12-31,2025-12-31,연중무휴,10:00,22:00,10:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,대구광역시 달서구청,053-667-3762,2025-04-23,3470000,대구광역시 달서구
이월드,01,대구광역시,달서구,"대구광역시 달서구 두류공원로 200, 1층 (두류동)",,,,,매출액의 20퍼센트,2023-08-11,2025-12-31,연중무휴,10:00,22:00,10:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,대구광역시 달서구청,053-667-3762,2025-04-23,3470000,대구광역시 달서구
이월드,01,대구광역시,달서구,"대구광역시 달서구 두류공원로 200, 1층 (두류동)",,,,,매출액의 20퍼센트,2023-12-28,2025-12-31,연중무휴,10:00,22:00,10:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,대구광역시 달서구청,053-667-3762,2025-04-23,3470000,대구광역시 달서구
이월드,01,대구광역시,달서구,"대구광역시 달서구 두류공원로 200, 1층 (두류동)",,,,,매출액의 20퍼센트,2023-12-27,2025-12-31,연중무휴,10:00,22:00,10:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,대구광역시 달서구청,053-667-3762,2025-04-23,3470000,대구광역시 달서구
이월드,01,대구광역시,달서구,"대구광역시 달서구 두류공원로 200, 1층 (두류동)",,,,,매출액의 20퍼센트,2024-01-01,2025-12-31,연중무휴,10:00,22:00,10:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,대구광역시 달서구청,053-667-3762,2025-04-23,3470000,대구광역시 달서구
이월드,01,대구광역시,달서구,"대구광역시 달서구 두류공원로 200, 1층 (두류동)",,,,,매출액의 20퍼센트,2024-08-09,2025-12-31,연중무휴,10:00,22:00,10:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,대구광역시 달서구청,053-667-3762,2025-04-23,3470000,대구광역시 달서구
이월드,01,대구광역시,달서구,"대구광역시 달서구 두류공원로 200, 1층 (두류동)",,,,,매출액의 20퍼센트,2024-12-19,2025-12-20,연중무휴,10:00,22:00,10:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,대구광역시 달서구청,053-667-3762,2025-04-23,3470000,대구광역시 달서구
엑스포시민광장,5,대전광역시,서구,대전광역시 서구 둔산대로 169,대전광역시 서구 만년동 396,36.36646857,127.3880154,5.0,0,2017-12-15,2018-02-18,연중무휴,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,,대전광역시 서구 위생과,042-288-3334,2025-05-09,3660000,대전광역시 서구
여주종합운동장,3,경기도,여주시,경기도 여주시 영릉로 123,경기도 여주시 월송동 1,37.29303754,127.6229022,1.0,0,2016-04-01,2019-03-31,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 여주시청,031-887-2654,2023-11-15,5700000,경기도 여주시
여주프리미엄아울렛,99,경기도,여주시,경기도 여주시 명품로 360,경기도 여주시 상거동 460,37.24594805,127.6123848,10.0,0,2018-06-01,2018-08-31,계약일,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 여주시청,031-887-2654,2023-11-15,5700000,경기도 여주시
국가하천(남한강)하천구역,5,경기도,여주시,,경기도 여주시 현암동 633-5,37.31352805,127.6297161,1.0,0,2022-04-25,2027-05-31,토+일,00:00,23:59,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 여주시청,031-887-2654,2023-11-15,5700000,경기도 여주시
가남졸음쉼터,99,경기도,여주시,,경기도 여주시 가남읍 삼승리 143-1,37.1690741,127.6265365,1.0,0,2022-08-30,2023-09-06,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 여주시청,031-887-2654,2023-11-15,5700000,경기도 여주시
부천종합운동장,99,경기도,부천시 원미구,경기도 부천시 원미구 소사로 482,,37.50256527,126.7990254,,연 417230원,2022-11-01,2027-10-31,경기 등 행사가 없을 경우(운영일: 경기 등 행사가 있을 경우),10:00,19:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,부천도시공사,032-340-0871,2025-02-07,3860000,경기도 부천시
금오랜드,01,경상북도,구미시,경상북도 구미시 금오산로 339 (남통동),경상북도 구미시 남통동 253,36.11330434,128.3155849,1.0,0,2015-02-11,2099-12-31,연중무휴,09:00,20:00,09:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,경상북도 구미시청,054-480-5598,2025-03-14,5080000,경상북도 구미시
브이아이피,99,경상북도,구미시,경상북도 구미시 인동20길 38-8,경상북도 구미시 진평동 44-4,36.09631199,128.4244081,1.0,0,2024-02-15,2026-01-31,연중무휴,13:00,22:00,13:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,경상북도 구미시청,054-480-5598,2025-03-14,5080000,경상북도 구미시
별보러가자,99,경상북도,구미시,경상북도 구미시 인동20길 38-8,경상북도 구미시 진평동 44-4,36.09631199,128.4244081,1.0,0,2024-04-08,2026-01-31,연중무휴,13:00,22:00,13:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,경상북도 구미시청,054-480-5598,2025-03-14,5080000,경상북도 구미시
꽃길만걷자6,99,경상북도,구미시,경상북도 구미시 인동20길 38-8,경상북도 구미시 진평동 44-4,36.09631199,128.4244081,1.0,월 2200000원,2025-02-21,2026-01-31,연중무휴,00:00,23:59,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경상북도 구미시청,054-480-5598,2025-03-14,5080000,경상북도 구미시
황룡친수공원,4,광주광역시,광산구,,광주광역시 광산구 선암동 214-4,35.14456637,126.7792287,1.0,년 319000원,2025-02-28,2027-02-27,연중무휴,10:00,19:00,10:00,19:00,10:00,17:00,10:00,17:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,17:00,10:00,17:00,주류(음주행위제한),광주광역시 광산구청,062-960-8784,2025-03-28,3630000,광주광역시 광산구
앵강소공원내,8,경상남도,남해군,경상남도 남해군 이동면 남해대로 1856-3,경상남도 남해군 이동면 무림리 1798,34.784161,127.9613395,1.0,년 6970원,2016-11-10,2022-11-24,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,주류,남해군 보건소,055-860-3242,2025-03-21,5430000,경상남도 남해군
남해유배문학관,8,경상남도,남해군,경상남도 남해군 남해읍 남해대로 2745,경상남도 남해군 남해읍 남변리 555,34.83195528,127.8991855,1.0,년 93550원,2017-06-07,2023-06-13,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,주류,남해군 보건소,055-860-3242,2025-03-21,5430000,경상남도 남해군
경상남도수산기술사업소 남해사무소,8,경상남도,남해군,경상남도 남해군 삼동면 동부대로 1778,경상남도 남해군 삼동면 금송리 1342-32,34.82976877,128.0082644,1.0,0,2020-01-01,2099-12-31,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,주류,남해군 보건소,055-860-3244,2025-03-21,5430000,경상남도 남해군
남해스크린골프장 주차장,99,경상남도,남해군,경상남도 남해군 남해읍 망운로61번길 47,경상남도 남해군 남해읍 서변리 265-1,34.8339934,127.8869218,1.0,년120만,2022-12-30,2027-12-29,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,주류,남해군 보건소,055-860-3244,2025-03-21,5430000,경상남도 남해군
경천섬푸드트럭ZONE,8,경상북도,상주시,,경상북도 상주시 도남동 산39-9,,,7.0,35110원,2024-12-01,2026-11-30,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,18:00,10:00,18:00,,경상북도 상주시청,054-537-5129,2025-03-17,5110000,경상북도 상주시
평창 휘닉스파크,2,강원특별자치도,평창군,강원특별자치도 평창군 봉평면 태기로 174,강원특별자치도 평창군 봉평면 면온리 1120,37.57587246,128.3160325,,0,2019-05-01,2030-12-31,연중무휴,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,주류,강원특별자치도 평창군청,033-330-2314,2025-06-20,4281000,강원특별자치도 평창군
평창전통시장,99,강원특별자치도,평창군,강원특별자치도 평창군 평창읍 평창시장1길 8-1,강원특별자치도 평창군 평창읍 하리 55-11,37.36684873,128.3945773,,0,2020-04-24,2030-12-31,5일+10일+15일+20일+25일+30일,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,주류,강원특별자치도 평창군청,033-330-2314,2025-06-20,4281000,강원특별자치도 평창군
금정실내체육관,3,부산광역시,금정구,부산광역시 금정구 체육공원로399번길 324,부산광역시 금정구 두구동 1641,35.28912199,129.1070421,1.0,0,2020-10-14,2020-10-14,평일,16:00,22:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,16:00,22:00,00:00,00:00,00:00,00:00,,부산광역시 금정구청,051-519-4412,2024-10-20,3350000,부산광역시 금정구
부산대학교,6,부산광역시,금정구,부산광역시 금정구 부산대학로63번길 2,부산광역시 금정구 장전동 40,35.23223941,129.0838238,3.0,0,2022-11-08,2022-11-09,평일,14:00,21:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,14:00,21:00,00:00,00:00,,부산광역시 금정구청,051-519-4412,2024-10-20,3350000,부산광역시 금정구
안산자락길 숲속카페,99,서울특별시,서대문구,,서울특별시 서대문구 현저동 107-399,,,1.0,무상,2020-03-20,2021-02-28,일요일 ~ 수요일,00:00,00:00,00:00,00:00,09:30,,,,,,,,,,,,,,,,,,,,,,,,주류,서대문구청 보건위생과,02-330-8951,2020-01-01,3120000,서울특별시 서대문구
칠곡군,1,경상북도,칠곡군,,경상북도 칠곡군 석적읍 중지리 552,36.018344,128.401163,1.0,"년51,040원",2017-03-30,2021-03-07,없음,10:00,23:00,10:00,23:00,,,,,,,,,,,,,,,,,,,,,,,,,,칠곡군,054-979-6674,2020-07-01,5220000,경상북도 칠곡군
어울림근린공원,04,경기도,동두천시,,경기도 동두천시 생연동 714-6,37.8981212,127.0516976,1.0,연 257100원,2020-07-05,2022-07-04,연중무휴,10:00,21:00,10:00,21:00,00:00,00:00,00:00,00:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,00:00,00:00,주류,경기도 동두천시청 농업축산위생과,031-860-2233,2024-12-24,3920000,경기도 동두천시
태전 효성해링턴 플레이스,99,경기도,광주시,"경기도 광주시 고불로 87 (태전동, 태전 효성해링턴 플레이스)",경기도 광주시 태전동 705 태전 효성해링턴 플레이스,,,1.0,0,2019-11-26,2024-07-30,토요일+일요일+공휴일,13:00,23:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시청,031-760-8435,2024-12-10,5540000,경기도 광주시
이편한세상 광주역 2단지,99,경기도,광주시,"경기도 광주시 순암로36번길 70 (역동, 이편한세상 광주역 2단지)",경기도 광주시 역동 244 이편한세상 광주역 2단지,,,1.0,0,2024-04-21,2025-04-20,토요일+일요일+공휴일,13:00,23:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시청,031-760-8435,2024-12-10,5540000,경기도 광주시
쌍용 더 플래티넘 광주,99,경기도,광주시,경기도 광주시 초월읍 경충대로1284번길 40 (쌍용 더 플래티넘 광주),,,,1.0,0,2024-10-29,2026-10-28,토요일+일요일+공휴일,13:00,23:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시청,031-760-8435,2024-12-10,5540000,경기도 광주시
동성1차아파트,99,경기도,광주시,"경기도 광주시 경충대로1422번길 25(쌍령동, 동성1차아파트)",,,,1.0,0,2023-02-28,2025-02-28,토요일+일요일+공휴일,13:00,23:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시청,031-760-8435,2024-12-10,5540000,경기도 광주시
킴스빌리지아파트,99,경기도,광주시,경기도 광주시 곤지암읍 평촌길 20 (킴스빌리지아파트),경기도 광주시 곤지암읍 삼리 125-1 킴스빌리지아파트,,,1.0,0,2021-05-18,2023-03-08,토요일+일요일+공휴일,13:00,23:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시청,031-760-8435,2024-12-10,5540000,경기도 광주시
경남아너스빌 1단지,99,경기도,광주시,"경기도 광주시 회안대로 637-35 (탄벌동, 경남아너스빌 1단지)",경기도 광주시 탄벌동 765 경남아너스빌 1단지,,,1.0,0,2022-03-10,2022-09-01,토요일+일요일+공휴일,13:00,23:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시청,031-760-8435,2024-12-10,5540000,경기도 광주시
소설악 가족 캠핌장,99,경기도,광주시,경기도 광주시 남한산성면 남한산성로 407,"경기도 광주시 남한산성면 불당리 7 일원, 10번지 일원",,,1.0,0,2022-11-23,2024-11-30,토요일+일요일+공휴일,13:00,23:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시청,031-760-8435,2024-12-10,5540000,경기도 광주시
광주역우방아이유쉘1단지,99,경기도,광주시,"경기도 광주시 청석로 70 (양벌동, 광주역우방아이유쉘1단지)",경기도 광주시 양벌동 1112 광주역우방아이유쉘1단지,,,1.0,0,2023-10-11,2024-04-11,토요일+일요일+공휴일,13:00,23:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시청,031-760-8435,2024-12-10,5540000,경기도 광주시
중대졸음쉼터,07,경기도,광주시,,경기도 광주시 중대동 248-1 중대졸음쉼터 내,,,1.0,0,2023-11-06,2024-12-31,연중무휴,08:00,23:00,08:00,23:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시청,031-760-8435,2024-12-10,5540000,경기도 광주시
당진시청,8,충청남도,당진시,충청남도 당진시 시청1로 1,충청남도 당진시 수청동 1002,36.88974143,126.645971,1.0,0,2018-05-02,2024-05-24,연중무휴,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,없음,충청남도 당진시,041-360-6652,2024-12-01,5680000,충청남도 당진시
쉼터,8,충청남도,당진시,충청남도 당진시 신평면 매산해변길 114,충청남도 당진시 신평면 매산리 29-26,36.92899667,126.8083957,1.0,548220원,2021-08-13,2025-10-31,연중무휴,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,없음,한국자산관리공사,041-630-6922,2024-12-01,5680000,충청남도 당진시
고속도로졸음쉼터,7,충청남도,당진시,"충청남도 당진시 송악읍 서해안고속도로 265, 당진졸음쉼터 푸드트럭 목포방향",충청남도 당진시 송악읍 영천리 366-12,36.90075043,126.7184687,1.0,임대요율에 따름,2024-02-28,2025-02-27,연중무휴,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,없음,한국도로공사,042-722-6046,2024-12-01,5680000,충청남도 당진시
고속도로졸음쉼터,7,충청남도,당진시,"충청남도 당진시 송악읍 서해안고속도로 265, 서울방향 당진졸음쉼터",충청남도 당진시 송악읍 영천리 366-12,36.90075043,126.7184687,1.0,매출의 2,2024-06-27,2025-06-26,연중무휴,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,없음,한국도로공사,042-722-6046,2024-12-01,5680000,충청남도 당진시
문예의전당,8,충청남도,당진시,충청남도 당진시 무수동2길 25-21,충청남도 당진시 읍내동 1062,36.88972251,126.6374833,1.0,0,2023-10-14,2023-10-14,연중무휴,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,없음,충청남도 당진시,041-360-6652,2024-12-01,5680000,충청남도 당진시
체육시설,3,충청남도,당진시,"충청남도 당진시 고대면 고대로 33, 일원(당진실내체육관 앞 일원)",충청남도 당진시 고대면 진관리 349-20,36.92244231,126.6015041,1.0,0,2024-10-29,2024-10-29,연중무휴,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,없음,충청남도 당진시,041-360-6652,2024-12-01,5680000,충청남도 당진시
원산도 체육공원 푸드존,03,충청남도,보령시,충청남도 보령시 오천면 원산도3길 85,충청남도 보령시 오천면 원산도리 975-2,36.36966067,126.4256786,,연 38500원,2022-04-01,2024-12-31,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 보령시 원산도출장소,041-936-1760,2023-11-30,4510000,충청남도 보령시
원산도 해수욕장 푸드존,01,충청남도,보령시,,충청남도 보령시 오천면 원산도리 1860-13,36.363862,126.428076,,연 188950원,2021-10-01,2024-12-31,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 보령시 원산도출장소,041-936-1760,2023-11-30,4510000,충청남도 보령시
우치공원,04,광주광역시,북구,광주광역시 북구 우치로 677(생용동),광주광역시 북구 생용동 90번지,35.22431388,126.8942421,1.0,연 40640원,2022-10-09,2024-10-08,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,주류+컵라면,광주광역시 우치공원,062-613-5860,2024-12-02,3620000,광주광역시 북구
호계2차현대홈타운,99,경기도,안양시,경기도 안양시 동안구 경수대로 462 (호계동 호계2차현대홈타운),,,,,매출액 15퍼센트(VAT별도),2020-09-21,2022-12-30,월+화+수+목+토+일,11:00,18:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 안양시청,031-8045-4313,2024-12-02,3830000,경기도 안양시
황산공원(황산D)),5,경상남도,양산시,,경상남도 양산시 물금읍 증산리 1088-1,35.29178223,129.0005108,1.0,공시지가(원) × 면적 × 1(년) × 0.015,2021-01-01,2025-12-31,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,경상남도 양산시,055-392-2823,2025-01-02,5380000,경상남도 양산시
가산공원,5,경상남도,양산시,,경상남도 양산시 동면 가산리 759,35.2942639,129.019024,1.0,공시지가(원) × 면적 × 1(년) × 0.015,2021-01-01,2025-12-31,연중무휴,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,경상남도 양산시,055-392-2823,2025-01-02,5380000,경상남도 양산시
태풍센터근처,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 남원읍 한남리 산 76-1,33.33235981,126.677829,1.0,0,2023-05-24,2025-04-28,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시청,064-760-2424,2025-01-09,6520000,제주특별자치도 서귀포시
솔오름전망대,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 동홍동 2150-1,33.29173673,126.5557762,1.0,63910원,2023-04-11,2025-03-31,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시청,064-760-2424,2025-01-09,6520000,제주특별자치도 서귀포시
솔오름전망대,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 동홍동 2150-1,33.29173673,126.5557204,1.0,63910원,2023-04-06,2025-03-31,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시청,064-760-2424,2025-01-09,6520000,제주특별자치도 서귀포시
