허가구역명,장소유형,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,푸드트럭운영대수,허가구역사용료,허가구역운영시작일자,허가구역운영종료일자,허가구역휴무일,허가구역평일운영시작시각,허가구역평일운영종료시각,허가구역주말운영시작시각,허가구역주말운영종료시각,1월운영시작시각,1월운영종료시각,2월운영시작시각,2월운영종료시각,3월운영시작시각,3월운영종료시각,4월운영시작시각,4월운영종료시각,5월운영시작시각,5월운영종료시각,6월운영시작시각,6월운영종료시각,7월운영시작시각,7월운영종료시각,8월운영시작시각,8월운영종료시각,9월운영시작시각,9월운영종료시각,10월운영시작시각,10월운영종료시각,11월운영시작시각,11월운영종료시각,12월운영시작시각,12월운영종료시각,판매제한품목,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
중문해수욕장주차장,2,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 색달동 2950-3,33.24498557,126.4147622,1.0,0,2020-12-01,2025-07-15,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시청,064-760-2424,2025-01-09,6520000,제주특별자치도 서귀포시
중문해수욕장주차장,2,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 색달동 2950-3,33.24498557,126.4147622,1.0,0,2020-12-24,2025-07-15,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시청,064-760-2424,2025-01-09,6520000,제주특별자치도 서귀포시
제2산록도로 광평교차로,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 안덕면 동광리 산 28,33.3293939262,126.356392,1.0,0,2023-04-18,2025-04-01,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시청,064-760-2424,2025-01-09,6520000,제주특별자치도 서귀포시
남조로 사려니숲길입구,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 표선면 가시리 산 158-4,33.3948882127,126.6851488953,1.0,0,2023-04-10,2025-04-10,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시청,064-760-2424,2025-01-09,6520000,제주특별자치도 서귀포시
남조로 사려니숲길입구,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 표선면 가시리 산 158-4,33.3948882127,126.6851488953,1.0,0,2023-04-17,2025-04-07,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시청,064-760-2424,2025-01-09,6520000,제주특별자치도 서귀포시
남조로 사려니숲길입구,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 표선면 가시리 산 158-4,33.3948882127,126.6851488953,1.0,0,2023-04-06,2025-04-07,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시청,064-760-2424,2025-01-09,6520000,제주특별자치도 서귀포시
남조로 사려니숲길입구,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 표선면 가시리 산 158-4,33.3948882127,126.6851488953,1.0,0,2023-04-28,2025-04-07,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시청,064-760-2424,2025-01-09,6520000,제주특별자치도 서귀포시
구)탐라대교차로,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 하원동 산 76-1,33.29111188,126.4609316537,1.0,0,2023-06-01,2025-04-07,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시청,064-760-2424,2025-01-09,6520000,제주특별자치도 서귀포시
스프링데일 리조트 인근,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 남원읍 위미리 산 102-5,33.3223840809,126.6474999637,1.0,0,2023-04-08,2025-04-08,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시청,064-760-2424,2025-01-09,6520000,제주특별자치도 서귀포시
표선면 세화리,99,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 표선면 세화리 269-8,33.3077872,126.8040356,1.0,0,2024-01-03,2026-01-03,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시청,064-760-2424,2025-01-09,6520000,제주특별자치도 서귀포시
서동생활공원,3,경상남도,의령군,경상남도 의령군 의령읍 의병로8길 44,경상남도 의령군 의령읍 서동리 543,35.31545351,128.2558931,1.0,연 60220원,2023-03-23,2024-03-22,연중무휴,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,주류,경상남도 의령군청,055-570-2634,2024-07-23,5390000,경상남도 의령군
농어민문화체육센터,03,전라남도,완도군,전라남도 완도군 완도읍 개포로111,,34.31667144,126.7416714,1.0,"월 43,500원",2020-12-17,2024-12-31,연중무휴,01:00,00:00,01:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,전라남도 완도군청 시설관리사업소(체육공원시설팀),061-550-5047,2024-08-16,4990000,전라남도 완도군
용지문화공원,4,경상남도,창원시 성산구,경상남도 창원시 성산구 중앙대로 186번길 13,경상남도 창원시 성산구 신월동 98,,,1.0,연133920원,2024-05-30,2026-05-29,연중무휴,10:00,23:59,10:00,23:59,10:00,23:59,10:00,23:59,10:00,23:59,10:00,23:59,10:00,23:59,10:00,23:59,10:00,23:59,10:00,23:59,10:00,23:59,10:00,23:59,10:00,23:59,10:00,23:59,커피등음료및간식류,경상남도 창원시 성산구청,055-272-4553,2024-08-20,5670000,경상남도 창원시
진해구민회관,99,경상남도,창원시 진해구,경상남도 창원시 진해구 진해대로325,경상남도 창원시 진해구 태백동 98,,,1.0,연100000원,2022-02-23,2025-02-22,연중무휴,10:00,15:00,10:00,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,경상남도 창원시 진해구청,055-719-7890,2024-08-20,5670000,경상남도 창원시
아라미르CC마르코스,3,경상남도,창원시 진해구,경상남도 창원시 진해구 수제로36,경상남도 창원시 진해구 제덕동 898,,,1.0,0,2021-11-17,2025-12-31,연중무휴,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,,,,,,,,,,,,,,,,,10:00,17:00,주류,경상남도 창원시 진해구청,055-548-4561,2024-08-20,5670000,경상남도 창원시
경인아라뱃길,5,인천광역시,계양구,,인천광역시 계양구 귤현동 396,,,,연592500원,2022-03-07,2024-03-06,연중무휴,10:00,21:00,10:00,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,인천광역시 계양구,032-450-5424,2024-08-20,3550000,인천광역시 계양구
경인아라뱃길,5,인천광역시,계양구,,인천광역시 계양구 평동 23-12,,,,연649000원,2022-03-07,2024-03-06,연중무휴,10:00,21:00,10:00,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,인천광역시 계양구,032-450-5424,2024-08-20,3550000,인천광역시 계양구
경인아라뱃길,5,인천광역시,계양구,,인천광역시 계양구 평동 35-1,,,,연649000원,2022-03-07,2024-03-06,연중무휴,10:00,21:00,10:00,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,인천광역시 계양구,032-450-5424,2024-08-20,3550000,인천광역시 계양구
경인아라뱃길,5,인천광역시,계양구,,인천광역시 계양구 평동 34-8,,,,연649000원,2022-03-07,2024-03-06,연중무휴,10:00,21:00,10:00,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,인천광역시 계양구,032-450-5424,2024-08-20,3550000,인천광역시 계양구
아라천,5,인천광역시,계양구,,인천광역시 계양구 장기동 115-409번지 외 5필지,,,,0,2024-01-24,2029-01-23,연중무휴,10:00,21:00,10:00,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,인천광역시 계양구,032-450-5424,2024-08-20,3550000,인천광역시 계양구
고속국도 졸음쉼터,1,경기도,양주시,,경기도 양주시 장흥면 삼하리 326-3,37.679472,126.9193136,1.0,월6500000원,2016-02-05,2026-02-28,토요일+일요일+공휴일,00:00,23:59,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 양주시보건소 위생과,031-8082-5292,2024-08-20,5590000,경기도 양주시
신흥수영장 내,1,경기도,양주시,"경기도 양주시 장흥면 유원지로 406-11, 신흥수영장 내",경기도 양주시 장흥면 일영리 15-5,37.71734498,126.9491787,1.0,월10000000원,2023-06-16,2025-06-23,토요일+일요일+공휴일,00:00,23:59,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 양주시보건소 위생과,031-8082-5292,2024-08-20,5590000,경기도 양주시
부여군청 광장,99,충청남도,부여군,"충청남도 부여군 부여읍 사비로 33, 부여군청",충청남도 부여군 부여읍 동남리 725,36.27573623,126.9097725,1.0,0,2017-12-29,2037-12-29,연중무휴,09:00,23:59,09:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 부여군청,041-830-8634,2024-08-19,4570000,충청남도 부여군
임천시장 공영 주차장,8,충청남도,부여군,,충청남도 부여군 임천면 군사리 88,36.189647,126.8925241,4.0,0,2019-12-16,2039-12-16,연중무휴,09:00,23:59,09:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 부여군청,041-830-8634,2024-08-19,4570000,충청남도 부여군
롯데프리미엄아울렛 부여점,2,충청남도,부여군,"충청남도 부여군 규암면 백제문로 387, 롯데프리미엄아울렛 1층, 이벤트홀",충청남도 부여군 규암면 합정리 172,36.30721422,126.9021823744,2.0,0,2020-04-24,2040-04-24,월요일+화요일+수요일+목요일+금요일,00:00,00:00,09:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 부여군청,041-830-8634,2024-08-19,4570000,충청남도 부여군
양서친환경도서관 앞,08,경기도,양평군,,경기도 양평군 양서면 용담리 535-15,37.54200043,127.3233014,1.0,연 87410원,2017-08-01,2027-02-28,연중무휴,00:00,23:59,00:00,23:59,10:30,20:00,10:30,20:00,10:30,20:00,10:30,20:00,10:30,20:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,경기도 양평군청,031-770-2625,2023-05-24,4170000,경기도 양평군
뉴욕타이거푸드카페,4,경상남도,사천시,"경상남도 사천시 사천대로 17 (대방동, 삼천포대교공원)",경상남도 사천시 대방동 681 삼천포대교공원,34.93229419,128.0523348,1.0,0,2016-10-14,2023-10-14,공휴일,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,,경상남도 사천시청,055-831-2785,2023-05-20,5340000,경상남도 사천시
우리가족,4,경상남도,사천시,"경상남도 사천시 사천대로 17 (대방동, 삼천포대교공원)",경상남도 사천시 대방동 681 삼천포대교공원,34.93229419,128.0523348,1.0,0,2016-10-14,2023-10-14,공휴일,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,,경상남도 사천시청,055-831-2785,2023-05-20,5340000,경상남도 사천시
미관광장(경관광장),4,경상남도,사천시,경상남도 사천시 사남면 해안산업로 474,경상남도 사천시 사남면 초전리 1989,35.058684,128.0406934,1.0,174900,2022-01-26,2024-01-04,없음,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,경상남도 사천시청,055-831-3416,2023-05-20,5340000,경상남도 사천시
사천대교 휴게소,99,경상남도,사천시,경상남도 사천시 자구로 5,경상남도 사천시 서포면 자혜리 산23-20번지,35.00466389,128.0185069,1.0,면제(금10000원 미만),2023-05-01,2025-05-01,미정,09:00,19:00,09:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,경상남도 사천시청,055-831-3383,2023-05-20,5340000,경상남도 사천시
카페베리 앞 도로,2,전라북도,고창군,전라북도 고창군 심원면 심원로 270-66,전라북도 고창군 심원면 월산리 247-16,,,1.0,0,2018-05-07,2018-05-07,화요일+수요일,12:00,17:30,12:00,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,전라북도 고창군,063-560-2887,2023-01-20,4781000,전북특별자치도 고창군
꽃길프로젝트,2,전라북도,고창군,전라북도 고창군 부안면 복분자로 307,전라북도 고창군 부안면 용산리 409-2,,,1.0,0,2021-09-15,2023-09-22,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,전라북도 고창군,063-560-2887,2023-01-20,4781000,전북특별자치도 고창군
서구문화회관,99,대구광역시,서구,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.545535,1.0,0,2018-03-12,2019-03-11,미공연 시,09:00,22:00,09:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,술,대구광역시 서구청,053-663-2774,2024-07-10,3430000,대구광역시 서구
곡성세계장미축제장,2,전라남도,곡성군,전라남도 곡성군 오곡면 기차마을로 232,,35.27753265,127.3082865,,일 20000원,2024-05-17,2024-05-26,축제기간 중 휴무일 없음,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,전라남도 곡성군청,061-360-8635,2024-06-18,4860000,전라남도 곡성군
곡성심청축제장,2,전라남도,곡성군,전라남도 곡성군 오곡면 기차마을로 232,,35.27753265,127.3082865,,0,2024-05-17,2024-05-26,축제기간 중 휴무일 없음,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,전라남도 곡성군청,061-360-8635,2024-06-18,4860000,전라남도 곡성군
유원시설,01,경상남도,거창군,경상남도 거창군 남상면 창포원길 21-1,경상남도 거창군 남상면 월평리 2286-1,35.65495682,127.939573,1.0,0,2022-12-20,2090-12-31,연중무휴,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,해당사항 없음.,경상남도 거창군,055-940-3334,2024-05-12,5470000,경상남도 거창군
개인사유지,99,경상남도,거창군,경상남도 거창군 님하면 무릉1길 25,경상남도 거창군 남하면 무릉리 975-1,35.6666042357,127.9440111836,1.0,월300000원,2023-09-06,2033-08-31,연중무휴,09:00,16:30,09:00,18:00,09:00,16:30,09:00,16:30,09:00,16:30,09:00,17:30,09:00,17:30,09:00,17:30,09:00,17:30,09:00,17:30,09:00,17:30,09:00,17:30,09:00,16:30,09:00,16:30,해당사항 없음.,경상남도 거창군,055-940-3334,2024-05-12,5470000,경상남도 거창군
한양대학교에리카캠퍼스,6,경기도,안산시 상록구,"경기도 안산시 상록구 한양대학로 55, 한양대에리카(한양대학교(ERICA)2022학년도 가을축제) (사동)",경기도 안산시 상록구 사동 1271 한양대에리카(한양대학교(ERICA)2022학년도 가을축제),37.29800473,126.8343938,1.0,0,2022-09-19,2022-09-30,행사일외휴무,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,없음,경기도 안산시 상록구청 환경위생과,031-481-5235,2025-06-02,3930000,경기도 안산시
한양대학교에리카캠퍼스,6,경기도,안산시 상록구,"경기도 안산시 상록구 한양대학로 55, 한양대학교에리카캠퍼스 내 잔디공터주변도로(2023 한양대학교ERICA 캠퍼스 pang) (사동)",경기도 안산시 상록구 사동 1271 한양대학교에리카캠퍼스 내 잔디공터주변도로(2023 한양대학교ERICA 캠퍼스 pang),37.29800473,126.8343938,1.0,0,2023-05-09,2023-05-18,행사일외휴무,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,없음,경기도 안산시 상록구청 환경위생과,031-481-5235,2025-06-02,3930000,경기도 안산시
한양대학교에리카캠퍼스,6,경기도,안산시 상록구,"경기도 안산시 상록구 한양대학로 55, 한양대학교 ERICA 민주광장 일대(2023 안산사이언스밸리(ASV) 과학축제) (사동)",경기도 안산시 상록구 사동 1271 한양대학교 ERICA 민주광장 일대(2023 안산사이언스밸리(ASV) 과학축제),37.29800473,126.8343938,1.0,0,2023-09-06,2023-09-17,행사일외휴무,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,없음,경기도 안산시 상록구청 환경위생과,031-481-5235,2025-06-02,3930000,경기도 안산시
"서서울톨게이트,(서울방향)졸음쉼터 내",7,경기도,안산시 상록구,,경기도 안산시 상록구 장하동 산 8-1 서해안고속도로 서서울TG(서울)졸음쉼터 내,37.357211,126.864841,1.0,100000,2023-03-16,2023-11-24,연중무휴,07:00,20:00,07:00,20:00,07:00,20:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,07:00,20:00,07:00,20:00,없음,경기도 안산시 상록구청 환경위생과,031-481-5235,2025-06-02,3930000,경기도 안산시
본오1동주민센터,8,경기도,안산시 상록구,"경기도 안산시 상록구 샘골로 16, 본오1동주민센터 1층 앞마당호 (본오동)",경기도 안산시 상록구 본오동 990 본오1동주민센터 1층 앞마당,37.28510646,126.8642496,1.0,0,2019-02-15,2019-02-24,행사일외휴무,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,없음,경기도 안산시 상록구청 환경위생과,031-481-5235,2025-06-02,3930000,경기도 안산시
시낭운동장,8,경기도,안산시 상록구,"경기도 안산시 상록구 시낭로 45, 시낭운동장 (부곡동)",경기도 안산시 상록구 부곡동 719-1 시낭운동장,37.33410693,126.8553933,1.0,0,2023-09-12,2023-09-24,행사일외휴무,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,없음,경기도 안산시 상록구청 환경위생과,031-481-5235,2025-06-02,3930000,경기도 안산시
우포늪생태공원,2,경상남도,창녕군,,경상남도 창녕군 유어면 세진리 251-1,35.54466399,128.4181995,1.0,0,2024-02-19,2026-02-18,연중무휴,09:00,22:00,09:00,22:00,09:00,20:00,09:00,20:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,20:00,허가품목 외,경상남도 창녕군청,055-530-1093,2025-04-30,5410000,경상남도 창녕군
남지읍수변생태공원,5,경상남도,창녕군,,경상남도 창녕군 남지읍 남지리 835-16,35.38464499,128.4740153,3.0,0,2024-05-01,2026-04-30,연중무휴,09:00,22:00,09:00,22:00,09:00,20:00,09:00,20:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,20:00,허가품목 외,경상남도 창녕군청,055-530-1093,2025-04-30,5410000,경상남도 창녕군
부곡온천관광특구,2,경상남도,창녕군,,경상남도 창녕군 부곡면 거문리 723-2,35.4414699992,128.5852134,1.0,0,2025-01-04,2027-01-03,연중무휴,09:00,22:00,09:00,22:00,09:00,20:00,09:00,20:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,20:00,허가품목 외,경상남도 창녕군청,055-530-1093,2025-04-30,5410000,경상남도 창녕군
소요쿠키앤커피,3,전북특별자치도,전주시 완산구,"전북특별자치도 전주시 완산구 모악산자락길 22, 완산생활체육공원 내 푸드트럭 존",,,,,월660000,2016-10-15,2022-04-22,연중무휴,09:30,17:30,09:30,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,전주시시설관리공단,063-239-2569,2025-04-28,4641000,전북특별자치도 전주시
진부전통시장,99,강원특별자치도,평창군,강원특별자치도 평창군 진부면 진부새싹길 28-7,강원특별자치도 평창군 진부면 하진부리 206-95,37.638231,128.5579259,,0,2020-04-24,2030-12-31,3일+8일+13일+18일+23일+28일,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,주류,강원특별자치도 평창군청,033-330-2314,2025-06-20,4281000,강원특별자치도 평창군
수목원테마파크,1,제주특별자치도,제주시,제주특별자치도 제주시 은수길 69 (연동),제주특별자치도 제주시 연동 1320,33.47065036,126.4882178,20.0,0,2021-01-14,2028-12-31,연중무휴,18:00,22:00,18:00,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 제주시청,064-728-1452,2025-03-26,6510000,제주특별자치도 제주시
새별오름,8,제주특별자치도,제주시,,제주특별자치도 제주시 애월읍 봉성리 4554-12,33.3629888,126.3583544,5.0,년 37950원,2025-01-15,2026-12-31,연중무휴,10:00,18:00,10:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 제주시청,064-728-1452,2025-03-26,6510000,제주특별자치도 제주시
애월스마트테마파크,1,제주특별자치도,제주시,"제주특별자치도 제주시 애월읍 천덕로 880-24, 애월스마트테마파크",제주특별자치도 제주시 애월읍 어음리 산 131 애월스마트테마파크,33.3905874014,126.3645153848,1.0,0,2022-05-17,2025-12-31,연중무휴,10:00,18:00,10:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,제주특별자치도 제주시청,064-728-1452,2025-03-26,6510000,제주특별자치도 제주시
화진포관광지1,2,강원특별자치도,고성군,강원특별자치도 고성군 현내면 화진포길 412,강원특별자치도 고성군 현내면 초도리 94번지 2호,38.48138302,128.4356988,1.0,129800,2015-06-17,2021-07-10,연중무휴,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,강원특별자치도 고성군보건소,033-680-3954,2025-03-10,4341000,강원특별자치도 고성군
화진포관광지2,2,강원특별자치도,고성군,강원특별자치도 고성군 거진읍 화진포길 280,강원특별자치도 고성군 거진읍 화포리 605번지,38.47250441,128.4430193,1.0,0,2015-10-27,2100-01-01,연중무휴,08:00,18:00,08:00,18:00,09:00,17:00,09:00,17:00,09:00,17:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,09:00,17:00,09:00,17:00,,강원특별자치도 고성군보건소,033-680-3954,2025-03-10,4341000,강원특별자치도 고성군
기타장소,99,강원특별자치도,고성군,강원특별자치도 고성군 간성읍 건봉사로 330,강원특별자치도 고성군 간성읍 해상리 645번지,38.38732545,128.4149483,1.0,0,2019-07-08,2100-01-01,연중무휴,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,,강원특별자치도 고성군보건소,033-680-3954,2025-03-10,4341000,강원특별자치도 고성군
봉포리 상상마당1,99,강원특별자치도,고성군,,강원특별자치도 고성군 토성면 봉포리 290번지 4호,38.2544524,128.5629057,1.0,0,2020-04-29,2100-01-01,연중무휴,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,,강원특별자치도 고성군보건소,033-680-3954,2025-03-10,4341000,강원특별자치도 고성군
봉포리 상상마당2,99,강원특별자치도,고성군,,강원특별자치도 고성군 토성면 봉포리 290번지 1호,38.2602593,128.5413953,1.0,0,2020-06-05,2100-01-01,연중무휴,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,,강원특별자치도 고성군보건소,033-680-3954,2025-03-10,4341000,강원특별자치도 고성군
봉포리 상상마당3,99,강원특별자치도,고성군,,강원특별자치도 고성군 토성면 봉포리 290번지 7호,38.2603941,128.5408803,1.0,0,2020-06-15,2100-01-01,연중무휴,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,,강원특별자치도 고성군보건소,033-680-3954,2025-03-10,4341000,강원특별자치도 고성군
자수정동굴나라,1,울산광역시,울주군,울산광역시 울주군 삼남읍 자수정로 170,울산광역시 울주군 삼남읍 가천리 산 5-1,,,1.0,연 300000원,2022-01-03,2024-01-02,월+화+수+목+금,00:00,00:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,울산광역시 울주군청,052-204-2225,2025-04-30,3730000,울산광역시 울주군
자수정동굴나라,1,울산광역시,울주군,울산광역시 울주군 상북면 자수정로 212,울산광역시 울주군 상북면 등억알프스리 산 177-2,,,1.0,연 600000000원,2023-06-30,2024-03-31,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,주류,울산광역시 울주군청,052-204-2225,2025-04-30,3730000,울산광역시 울주군
활옥관광농원,2,충청북도,충주시,충청북도 충주시 목벌안길 26 (목벌동),충청북도 충주시 목벌동 319-17,36.96283799,128.0070342,1.0,0,2024-07-10,9999-12-31,연중무휴,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,주류,충청북도 충주시청 위생과,043-850-3472,2025-05-31,4390000,충청북도 충주시
인천대학교 BTL생활원 부속시설,6,인천광역시,연수구,"인천광역시 연수구 아카데미로 119, 인천대학교 BTL생활원 부속시설",인천광역시 연수구 송도동12-1,37.37785571,126.6325053,1.0,0,2018-04-24,2026-02-01,토+일,10:00,19:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,미래행복(주),032-556-4503,2025-03-31,3520000,인천광역시 연수구
